Date,Open,High,Low,Close
2020-03-16,5560,5560,5560,5560
2020-03-17,5495,5505,5120,5120
2020-03-18,5120,5380,4765,5000
2020-03-19,4995,4995,4650,4650
2020-03-20,4600,5385,4325,4735
2020-03-23,4760,5000,4405,4430
2020-03-24,4450,4995,4450,4500
2020-03-26,4650,5395,4650,5280
2020-03-27,5360,5895,5355,5510
2020-03-30,5480,5555,5155,5495
2020-03-31,5660,5710,5485,5525
2020-04-01,5560,5750,5425,5480
2020-04-02,5470,5470,5360,5410
2020-04-03,5460,5530,5365,5495
2020-04-06,5520,5740,5495,5735
2020-04-07,5735,6100,5580,5655
2020-04-08,5655,5660,5480,5635
2020-04-09,5600,5695,5500,5595
2020-04-13,5540,5615,5480,5500
2020-04-14,5505,5590,5445,5515
2020-04-15,5515,5630,5445,5485
2020-04-16,5485,5520,5185,5240
2020-04-17,5300,5445,5280,5425
2020-04-20,5430,5500,5330,5355
2020-04-21,5355,5355,5160,5160
2020-04-22,5160,5235,5045,5145
2020-04-23,5180,5245,5120,5120
2020-04-24,5120,5140,4920,4920
2020-04-27,4940,5020,4855,4960
2020-04-28,4960,4975,4805,4830
2020-04-29,4825,4850,4800,4850
2020-04-30,4880,5250,4880,5170
2020-05-04,5150,5300,5000,5220
2020-05-05,5220,5340,5200,5285
2020-05-06,5315,5370,5300,5355
2020-05-08,5345,5400,5150,5245
2020-05-11,5245,5325,5245,5295
2020-05-12,5340,5340,5030,5220
2020-05-13,5160,5170,5085,5110
2020-05-14,5070,5110,4905,4920
2020-05-15,4920,4995,4680,4785
2020-05-18,4800,4845,4750,4765
2020-05-19,4840,4960,4680,4680
2020-05-20,4720,4800,4690,4765
2020-05-26,4775,5000,4775,4970
2020-05-27,4970,5000,4855,4965
2020-05-28,5000,5320,5000,5295
2020-05-29,5295,5295,5190,5190
2020-06-02,5260,5500,5240,5360
2020-06-03,5410,5780,5400,5780
2020-06-04,5780,5990,5600,5790
2020-06-05,5790,5855,5585,5725
2020-06-08,5755,5925,5755,5900
2020-06-09,5940,5995,5795,5805
2020-06-10,5800,5865,5595,5800
2020-06-11,5750,5810,5605,5680
2020-06-12,5680,5680,5480,5670
2020-06-15,5680,5710,5500,5500
2020-06-16,5580,5795,5580,5760
2020-06-17,5800,5800,5680,5720
2020-06-18,5720,5740,5585,5585
2020-06-19,5600,5650,5545,5575
2020-06-22,5595,5660,5530,5540
2020-06-23,5570,5660,5520,5620
2020-06-24,5650,5760,5640,5705
2020-06-25,5700,5745,5640,5725
2020-06-26,5720,5760,5640,5645
2020-06-29,5640,5695,5585,5675
2020-06-30,5700,5740,5660,5695
2020-07-01,5700,5800,5675,5800
2020-07-02,5775,5870,5760,5870
2020-07-03,5870,5905,5840,5870
2020-07-06,5860,5935,5850,5935
2020-07-07,5940,5995,5900,5990
2020-07-08,5990,6265,5980,6200
2020-07-09,6210,6240,6030,6100
2020-07-10,6100,6240,6080,6200
2020-07-13,6230,6240,6140,6175
2020-07-14,6175,6200,6110,6200
2020-07-15,6200,6240,6150,6150
2020-07-16,6150,6200,6140,6180
2020-07-17,6135,6180,6040,6120
2020-07-20,6120,6160,6060,6140
2020-07-21,6100,6235,6100,6200
2020-07-22,6210,6250,6130,6180
2020-07-23,6180,6215,6140,6200
2020-07-24,6200,6200,6100,6100
2020-07-27,6100,6140,6000,6100
2020-07-28,6120,6200,6060,6185
2020-07-29,6185,6185,6100,6135
2020-07-30,6135,6240,6055,6240
2020-08-03,6220,6235,5825,6130
2020-08-04,6155,6220,6130,6210
2020-08-05,6200,6220,6100,6205
2020-08-06,6215,6295,6185,6260
2020-08-07,6265,6285,6160,6180
